,code_okved,parent_code,name_okved,comment,section_id,native_code,code_section,name_section
744,255010,255000,"Предоставление услуг по ковке, прессованию, объемной и листовой штамповке и профилированию листового металла",,3,25.50.1,C,Обрабатывающие производства
745,255020,255000,Предоставление услуг по производству изделий методом порошковой металлургии,,3,25.50.2,C,Обрабатывающие производства
746,256000,250000,Обработка металлов и нанесение покрытий на металлы; механическая обработка металлов,"Эта группировка включает:
- деятельность по обработке металла, такую как металлизация, нанесение покрытия, гравировка, полировка, сварка и т. д., которые обычно выполняются за вознаграждение или на договорной основе",3,25.6,C,Обрабатывающие производства
747,256100,256000,Обработка металлов и нанесение покрытий на металлы,"Эта группировка включает:
- металлизацию и анодирование металлов;
- термическую обработку металлов;
- шлифовку, обработку во вращающемся барабане, пескоструйную очистку металлов;
- окраску, гравирование металлов;
- нанесение неметаллического покрытияна металлы для придания пластичности поверхности металла (эмалировку, лакировку и др.), химической стойкости и товарного вида;
- упрочнение, полирование металлов

Эта группировка не включает:
- кузнечную обработку, см. 01.62;
- печать на металле, см.18.12;
- металлическое покрытие пластмасс, см. 22.29;
- нанесение драгоценных металлов на основу из обычных металлов или прочих металлов, см. 24.41, 24.42, 24.43, 24.44;
- предоставление услуг в присутствии заказчика, см. 95.29",3,25.61,C,Обрабатывающие производства
748,256200,256000,Обработка металлических изделий механическая,"Эта группировка включает:
- сверление, точение, фрезерование, электроэрозионную обработку, строгание, притирку, доводку, протягивание, рихтовку, резку, шлифование, затачивание, сварку и т. п. обработку металлических изделий

Эта группировка не включает:
- деятельность кузнецов, см. 01.62",3,25.62,C,Обрабатывающие производства
749,257000,250000,"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий","Эта группировка включает:
- производство столовых приборов, металлических ручных инструментов и универсальных скобяных изделий",3,25.7,C,Обрабатывающие производства
750,257100,257000,Производство ножевых изделий и столовых приборов,"Эта группировка включает:
- производство столовых приборов для домашнего обихода, таких как ножи, вилки, ложки и т. д.;
- производство прочих столовых и хозяйственных принадлежностей: щипцов и топориков, бритв и лезвий, садовых и парикмахерских ножниц;
- производство ножей, клинков, кинжалов, штыков и т. д.

Эта группировка не включает:
- производство посуды (горшков, чайников и т. д.), столовой посуды (чаш, блюд и т. д.) или столовых приборов (тарелок, блюдец и т. д.), см. 25.99;
- производствостоловых приборов из драгоценных металлов, см. 32.12",3,25.71,C,Обрабатывающие производства
751,257200,257000,"Производство замков, петель","Эта группировка включает:
- производство замков, ключей, стержней, шарниров и прочих скобяных изделий для мебели, транспортных средств и т.д.

Эта группировка также включает:
- производство устройств запорно-пломбировочных из металла",3,25.72,C,Обрабатывающие производства
752,257300,257000,Производство инструмента,"Эта группировка включает:
- производство ножей и режущих элементов для станков или механических приборов;
- изготовление ручных инструментов, таких как плоскогубцы, отвертки и т. д.;
- производство ручных инструментов без механического привода для использования в сельском хозяйстве;
- производство пил и лезвий для пил, включая лезвия циркулярных пил и бензопил;
- производство сменных рабочих частей для инструментов как ручных, так и механизированных (ручных машин), а также станочных инструментов(включая с алмазным покрытием): сверл, резцов, пробойников, матриц, фрез, инструмента для бурения, прессования, штамповки;
- производство штампов;
- производство кузнечных инструментов: горнов, наковален и т. д.;
- производство стержневых ящиков формовки и литейных форм (кроме литейных форм в слитках);
- производство тисков и зажимов

Эта группировка не включает:
- производство ручных инструментов с механическим приводом, см. 28.24;
- производство литейных форм в слитках, см. 28.91",3,25.73,C,Обрабатывающие производства
753,259000,250000,Производство прочих готовых металлических изделий,"Эта группировка включает:
- производство разнообразных металлических изделий, таких как: канистры и ведра, гвозди, болты и гайки, металлические предметы домашнего обихода, металлические крепления, судовые винты и якоря, сборные крепления для железнодорожных путей и другие разнообразные изделия для применения в домашнем хозяйстве и в промышленности",3,25.9,C,Обрабатывающие производства
754,259100,259000,Производство металлических бочек и аналогичных емкостей,"Эта группировка включает:
- производство бочек вместимостью менее 300 л;
- производство ведер, бидонов, бочек, банок, барабанов, бадей и т. п.

Эта группировка не включает:
- производство резервуаров и бассейнов, см. 25.2",3,25.91,C,Обрабатывающие производства
755,259200,259000,Производство тары из легких металлов,"Эта группировка включает:
- производство консервных банок для пищевых продуктов, туб, коробок, ящиков;
- производство металлических крышек и других изделий",3,25.92,C,Обрабатывающие производства
756,259300,259000,"Производство изделий из проволоки, цепей и пружин","Эта группировка включает:
- производство металлического кабеля, плетеных полос и подобных изделий;
- производство неизолированного металлического кабеля или изолированного кабеля, не предназначенного в качестве проводника электричества;
- производство изолированного или полого провода;
- производство изделий из проволоки: колючей проволоки, проволочного ограждения, решеток, сеток, ткани и т. д.;
- производство электродов с покрытием для электрической дуговой сварки;
- производство гвоздей и булавок;
- производство пружин (кроме часовых пружин): пластинчатых рессор, винтовых пружин, крученых пружин, пластин для рессор;
- производство цепей, кроме приводных цепей

Эта группировка не включает:
- производство пружин для ручных и стационарных часов, см. 26.52;
- производство изолированных электротехнических проводов и кабелей, изготовленных из стали, меди и алюминия, см. 27.32;
- производство приводных цепей, см. 28.15",3,25.93,C,Обрабатывающие производства
757,259310,259300,Производство изделий из проволоки и пружин,,3,25.93.1,C,Обрабатывающие производства
758,259320,259300,"Производство цепей, кроме шарнирных, и составных частей к ним",,3,25.93.2,C,Обрабатывающие производства
759,259400,259000,Производство крепежных изделий,"Эта группировка включает:
- производство заклепок, шайб и прочих нерезьбовых изделий;
- производство резьбовых крепежных изделий, таких как болты, винты, саморезы и подобные резьбовые изделия",3,25.94,C,Обрабатывающие производства
760,259900,259000,"Производство прочих готовых металлических изделий, не включенных в другие группировки","Эта группировка включает:
- производство металлических изделий для домашнего обихода: столовых приборов (тарелок, блюдец и т.д.), посуды (горшков, чайников и т.д.), столовой посуды (чаш, подносов и т.д.), кастрюль, сковород и прочей неэлектрической посуды для использования за столом или в кухне, небольших управляемых вручную кухонных приборов и принадлежностей, металлических губок для мытья;
- производство оцинкованных строительных деталей (сточных желобов, покрытий для крыш, ванн, сливов, раковин и подобных изделий);
- производство металлических изделий офисного назначения, кроме мебели;
- производство сейфов, несгораемых шкафов, бронированных дверей и т.д.;
- производство различных металлических предметов промышленного назначения: судовыхвинтов и лопастей, якорей, воронок и раструбов, креплений железнодорожных путей, зажимов, продольных изгибов, металлических ступеней и крюков, указательных табличек, включая дорожные знаки;
- производство пакетов из фольги;
- производство постоянныхметаллических магнитов;
- производство металлических вакуумных кувшинов и бутылок;
- производство металлических значков и металлических военных знаков отличия;
- производство металлических бигудей для волос, металлических ручек для зонтов и расчесок;
- изготовление готовых металлических изделий хозяйственного назначения по индивидуальному заказу населения

Эта группировка не включает:
- производство мечей, штыков, см. 25.71;
- производство тележек для супермаркетов, см. 30.99;
- производство металлической мебели, см. 31.01, 31.02, 31.09;
- производство спортивных товаров, см. 32.30;
- производство игр и игрушек, см. 32.40",3,25.99,C,Обрабатывающие производства
761,259910,259900,Производство металлических изделий для ванных комнат и кухни,,3,25.99.1,C,Обрабатывающие производства
762,259911,259910,"Производство раковин, моек, ванн и прочих санитарно-технических изделий и их составных частей из черных металлов, меди или алюминия",,3,25.99.11,C,Обрабатывающие производства
763,259912,259910,"Производство столовых, кухонных и прочих бытовых изделий, кроме столовых и кухонных приборов, и их составных частей из черных металлов, меди или алюминия",,3,25.99.12,C,Обрабатывающие производства
764,259920,259900,Производство прочих металлических изделий,,3,25.99.2,C,Обрабатывающие производства
765,259921,259920,"Производство бронированных или армированных сейфов, несгораемых шкафов и дверей",,3,25.99.21,C,Обрабатывающие производства
766,259922,259920,"Производство канцелярского настольного оборудования (ящиков, картотек, лотков и т. п.) из недрагоценных металлов",,3,25.99.22,C,Обрабатывающие производства
767,259923,259920,Производство деталей для скоросшивателей или папок; канцелярских принадлежностей и скоб в виде полос из недрагоценных металлов,,3,25.99.23,C,Обрабатывающие производства
768,259924,259920,"Производство статуэток, рам для фотографий, картин, зеркал и прочих декоративных изделий из недрагоценных металлов",,3,25.99.24,C,Обрабатывающие производства
769,259925,259920,"Производство фурнитуры из недрагоценных металлов для одежды, обуви, кожгалантереи и прочих изделий, в том числе крючков, пряжек, застежек, петелек, колечек, трубчатых и раздвоенных заклепок и др.",,3,25.99.25,C,Обрабатывающие производства
770,259926,259920,Производство судовых гребных винтов и гребных колес,,3,25.99.26,C,Обрабатывающие производства
771,259929,259920,"Производство прочих изделий из недрагоценных металлов, не включенных в другие группировки",,3,25.99.29,C,Обрабатывающие производства
772,260000,000000,"Производство компьютеров, электронных и оптических изделий","Эта группировка включает:
- производство компьютеров, периферийных устройств к ним, средств связи и подобной электронной продукции, средств защиты информации, создание информационных и телекоммуникационных систем, защищенных с использованием средствзащиты информации, а также производство комплектующих изделий и составных частей (запчастей) для них
Для производственных процессов этой группировки характерны: разработка и использование интегральных микросхем, и применение высоких специализированных технологий микроэлектроники и нанотехнологий

Эта группировка также включает:
- производство бытовой электроники, измерительного, испытательного и обслуживающего оборудования;
- радиолокационного оборудования;
- оборудования, применяемого в медицинских целях;
- оптических приборов и оборудования;
- производство магнитных и оптических носителей информации",3,26,C,Обрабатывающие производства
773,261000,260000,Производство элементов электронной аппаратуры и печатных схем (плат),,3,26.1,C,Обрабатывающие производства
774,261100,261000,Производство элементов электронной аппаратуры,"Эта группировка включает:
- производство полупроводниковой продукции и прочих компонентов для электронных приложений

Эта группировка включает:
- производство электронных конденсаторов;
- производство электронных резисторов;
- производство микропроцессоров;
- производство электронных ламп;
- производство электронных разъемов;
- производство пустых печатных плат;
- производство интегральных микросхем (аналоговых, цифровых или гибридных);
- производство диодов, транзисторов и смежных дискретных устройств;
- производство катушек индуктивности (например, дросселей, катушек, трансформаторов), электронных компонентов подобного типа;
- производство электронных кристаллов и кристаллических решеток;
- производство соленоидов, коммутаторов и преобразователей для электронных приложений;
- производство в кубе или облатке, чистых или получистых полупроводников;
- производство средств отображения компонентов (из плазмы, полимеров, жидкокристаллических диодов);
- производство световых диодов (фотодиодов)

Эта группировка также включает:
- производство кабелей для принтера, кабелей для монитора, USB-кабелей, разъемов и т. д.",3,26.11,C,Обрабатывающие производства
775,261110,261100,Производство электронных вакуумных ламп и трубок и прочих электронных вакуумных приборов,,3,26.11.1,C,Обрабатывающие производства
776,261120,261100,"Производство диодов, транзисторов и прочих полупроводниковых приборов, включая светоизлучающие диоды, пьезоэлектрические приборы и их части",,3,26.11.2,C,Обрабатывающие производства
777,261130,261100,Производство интегральных электронных схем,,3,26.11.3,C,Обрабатывающие производства
778,261190,261100,"Производство частей электронных ламп, трубок и прочих электронных компонентов, не включенных в другие группировки",,3,26.11.9,C,Обрабатывающие производства
779,262000,260000,Производство компьютеров и периферийного оборудования,"Эта группировка включает:
- полный цикл производства и/или сборку компьютеров, таких как персональные компьютеры, ноутбуки и серверы, а также периферийного оборудования для компьютеров, например устройств хранения данных и устройств ввода/вывода (при нтеров, мониторов, клавиатур).
 Компьютеры могут быть аналоговые, цифровые или гибридные. Цифровые компьютеры, являющиеся наиболее распространенным типом этих устройств, позволяющие хранить и обрабатывать большие объемы данных, представленных в цифро вой форме. Аналоговые компьютеры, предназначенные для реализации математических моделей объектов с представлением их в аналоговой форме

Эта группировка включает:
- производство персональных компьютеров;
- производство ноутбуков;
- производство сервер ов;
- производство портативных (например, планшетных компьютеров, карманных компьютеров, смартфонов (устройств, совмещающих функции карманного компьютера и мобильного телефонного аппарата), электронных записных книжек и аналогичной компьютерной техни ки;
- производство магнитных дисков, флэш-дисков и прочих устройств хранения данных;
- производство оптических дисков (например, CD-RW, CD-ROM, DVD-ROM, DVD-RW);
- производство принтеров;
- производство мониторов;
- производство клавиатур;
- производ ство всех видов мышей, джойстиков, трекболов и прочих аксессуаров;
- производство специальных компьютерных терминалов;
- производство компьютерных серверов;
- производство сканирующих устройств, включая сканеры для штрих-кодов;
- производство смарт-к арт;
- производство шлемов виртуальной реальности;
- производство компьютерных проекторов (видеолучей)

Эта группировка также включает:
- производство компьютерных терминалов, таких как банкоматы (ATM), кассовые терминалы (POS), и прочих немеханически х терминалов;
- производство программно-аппаратных комплексов, автоматизированных систем, высокопроизводительных электронно-вычислительных машин и их составных частей, предназначенных для научных исследований в сфере ядерных оружейных технолог",3,26.2,C,Обрабатывающие производства
780,263000,260000,Производство коммуникационного оборудования,"Эта группировка включает:
- производство коммуникационного оборудования телефонных сетей и сетей передачи данных на базе проводных или беспроводных технологий, в том числе для телевизионного и радиовещания, включающее: средства связи, выполняющие функции систем коммутации, средства связи, выполняющие функции цифровых транспортных систем, средства связи, выполняющие функции систем управления и мониторинга, оборудование, используемое для учета объема оказанных услуг связи в сетях связи общего пользования, радиоэлектронные средства связи, оборудование средств связи, в том числе программное обеспечение, обеспечивающее выполнение установленных действий при проведении оперативно-розыскных мероприятий;
- производство оконечного (пользовательского)оборудования телефонной или телеграфной связи, аппаратуры видеосвязи;
- производство частей к коммуникационному оборудованию;
- производство оборудования для радио- и телевизионных студий, включая производство телевизионных съемочных камер;
- производство антенн и антенных отражателей всех видов и их деталей;
- производство охранно-пожарной сигнализации и аналогичных приборов, а также частей к ним

Эта группировка не включает:
- производство электронных компонентов и составных частей, используемых в коммутационном оборудовании, см. 26.1;
- производство интегральных микросхем, см. 26.1;
- производство внешних компьютерных модемов, см. 26.1;
- производство печатных плат, см. 26.12;
- производство компьютеров и периферийного оборудования, см.26.20;
- производство пользовательского аудио и видеооборудования, см. 26.40;
- производство GPS, ГЛОНАСС-приемников, см. 26.51;
- производство электронных табло (экранов), см. 27.90;
- производство светофоров, см. 27.90",3,26.3,C,Обрабатывающие производства
781,263010,263000,"Производство коммуникационной аппаратуры, радио- и телевизионной передающей аппаратуры, телевизионных камер",,3,26.30.1,C,Обрабатывающие производства
782,263011,263010,"Производство средств связи, выполняющих функцию систем коммутации","Эта группировка в том числе включает:
- производство оборудования, входящего в состав транзитных, оконечно-транзитных и оконечных узлов связи сети фиксированной телефонной связи;
- производство оборудования автоматических телефонных станций;
- производство оборудования реализующего функции коммутации и управления услугами;
- производство оборудования для оказания услуг внутризоновой, междугородной и международной телефонной связи с помощью телефониста;
- производство оборудования узлов обслуживания вызовов экстренных оперативных служб;
- производство оборудования центров обслуживания вызовов информационно-справочного обслуживания;
- производство оборудования телеграфной связи;
- производство оборудования коммутации сетей подвижной радиотелефонной связи;
- производство оборудования коммутации сетей подвижной радиосвязи;
- производство оборудования коммутации сетей подвижной спутниковой радиосвязи

Эта группировка не включает:
- производство оборудования систем коммутации, включая программное обеспечение, обеспечивающее выполнение установленных действий при проведении оперативно-розыскных мероприятий, см. 26.30.16",3,26.30.11,C,Обрабатывающие производства
783,263012,263010,"Производство средств связи, выполняющих функцию цифровых транспортных систем","Эта группировка в том числе включает:
- производство оборудования коммутации и маршрутизации пакетов информации сетей передачи данных;
- производство оборудования цифровых систем передачи синхронной цифровой иерархии;
- производство оборудования цифровых систем передачи плезиохронной цифровой иерархии;
- производство оборудования линейного тракта линий связи;
- производство оборудования с асинхронным режимом переноса информации;
- производство оборудования цифровых систем передачи телевизионногои звукового вещания;
- производство оборудования тактовой сетевой синхронизации

Эта группировка не включает:
- производство оборудования цифровых транспортных систем, включая программное обеспечение, обеспечивающее выполнение установленных действийпри проведении оперативнорозыскных мероприятий, см. 26.30.16",3,26.30.12,C,Обрабатывающие производства
784,263013,263010,"Производство средств связи, выполняющих функцию систем управления и мониторинга","Эта группировка в том числе включает:
- производство оборудования автоматизированных систем управления и мониторинга сетей электросвязи",3,26.30.13,C,Обрабатывающие производства
785,263014,263010,"Производство оборудования, используемого для учета объема оказанных услуг связи","Эта группировка включает:
- производство автоматизированных систем расчетов;
- аппаратуры повременного учета продолжительности соединения",3,26.30.14,C,Обрабатывающие производства
786,263015,263010,Производство радиоэлектронных средств связи,"Эта группировка в том числе включает:
- производство земных станций спутниковой связи и вещания;
- производство оборудования радиорелейной связи;
- производство базовых станций и ретрансляторов сетей подвижной радиотелефонной связи;
- производство базовых станций и ретрансляторов сетей подвижной радиосвязи;
- производство оборудования телевизионного вещания и радиовещания;
- производство базовых станций и ретрансляторов сетей радиодоступа",3,26.30.15,C,Обрабатывающие производства
787,264023,264020,Производство видеомониторов и видеопроекторов,,3,26.40.23,C,Обрабатывающие производства
788,264030,264000,Производство аппаратуры для записи и воспроизведения звука и изображения,,3,26.40.3,C,Обрабатывающие производства
789,263016,263010,"Производство оборудования средств связи, в том числе программное обеспечение, обеспечивающее выполнение установленных действий при проведении оперативно-розыскных мероприятий","Эта группировка включает:
- производство оборудования систем коммутации, включая программное обеспечение, обеспечивающее выполнение установленных действий при проведении оперативно-розыскных мероприятий;
- производство оборудования цифровых транспортных систем, включая программное обеспечение, обеспечивающее выполнение установленных действий при проведении оперативнорозыскных мероприятий;
- производство технических и программных средств информационных систем, содержащих базы данных абонентов оператора связи и предоставленных им услугах связи, обеспечивающие выполнение установленных действий при проведении оперативно-розыскных мероприятий",3,26.30.16,C,Обрабатывающие производства
790,263017,263010,Производство радио- и телевизионной передающей аппаратуры,,3,26.30.17,C,Обрабатывающие производства
791,263018,263010,Производство телевизионных камер,,3,26.30.18,C,Обрабатывающие производства
792,263019,263010,Производство прочего коммуникационного оборудования,,3,26.30.19,C,Обрабатывающие производства
793,263020,263000,"Производство оконечного (пользовательского) оборудования телефонной или телеграфной связи, аппаратуры видеосвязи",,3,26.30.2,C,Обрабатывающие производства
794,263021,263020,Производство пользовательского (оконечного) оборудования проводной телефонной связи с проводными или беспроводными телефонными трубками,,3,26.30.21,C,Обрабатывающие производства
795,263022,263020,Производство телефонных аппаратов для работы в сотовых или иных беспроводных сетях связи,"Эта группировка включает:
- производство мобильных телефонных аппаратов",3,26.30.22,C,Обрабатывающие производства
796,263029,263020,"Производство прочих телефонных аппаратов, устройств и аппаратуры для передачи и приема речи, изображений или других данных, включая оборудование коммуникационное для работы в проводных или беспроводных сетях связи (например, локальных и глобальных се тях)","Эта группировка включает:
- производство прочих телефонных аппаратов;
- производство факсимильных аппаратов, в том числе с автоответчиком, пейджеров;
- производство приборов связи, использующих инфракрасный сигнал (например, для удаленного контроля);
- производство модемов

Эта группировка не включает:
- производство пользовательского (оконечного) оборудования проводной телефонной связи с проводными или беспроводными телефонными трубками, см. 26.30.21;
- производство телефонов для работы в сотовых или иных беспроводных сетях связи, см. 26.30.22",3,26.30.29,C,Обрабатывающие производства
797,263030,263000,Производство запасных частей и комплектующих коммуникационного оборудования,,3,26.30.3,C,Обрабатывающие производства
798,263040,263000,"Производство антенн, антенных отражателей всех видов и их деталей",,3,26.30.4,C,Обрабатывающие производства
799,263050,263000,Производство запасных частей и комплектующих радио- и телевизионной передающей аппаратуры и телевизионных камер,,3,26.30.5,C,Обрабатывающие производства
800,263060,263000,Производство охранно-пожарной сигнализации и аналогичных приборов,"Эта группировка также включает:
- производство частей и комплектующих охранно-пожарной сигнализации и аналогичных приборов;
- производство комплексов и систем технических средств физической защиты, применяемых в области использования атомной энергии; 
- производство технических средств физической защиты, применяемых в области использования атомной энергии",3,26.30.6,C,Обрабатывающие производства
801,264000,260000,Производство бытовой электроники,"Эта группировка включает:
- производство электронного аудио и видеооборудования для домашнего пользования, усилителей для установки в автомобилях, для систем публичных выступлений и музыкальных инструментов

Эта группировка включает:
- производство видеозаписывающих и видеовоспроизводящих устройств;
- производство телевизоров;
- производство телевизионных мониторов и дисплеев;
- производство магнитофонов и других звукозаписывающих устройств;
- производство стереооборудования;
- производство радиоприемников;
- производство акустических систем;
- производство видеокамер для домашнего пользования;
- производство музыкальных автоматов;
- производство усилителей для музыкальных инструментов и систем публичных выступлений;
- производство микрофонов;
- производство CD и DVD плееров;
- производство систем караоке;
- производство наушников (в том числе радио, стерео, компьютерных);
- производство пультов управления для видеоигр

Эта группировка не включает:
- деятельность по копированию записанных материалов средств массовой информации (компьютерных, звуковых, видео и на всех видах носителей информации), см. 18.2;
- производство компьютерных периферийных устройств и компьютерных мониторов, см. 26.20;
- производство автоответчиков, см. 26.30;
- производство пейджингового оборудования, см. 26.30;
- производство устройств дистанционного управления (радио и инфракрасные), см. 26.30;
- производство вещательного оборудования студий, такого как оборудование для воспроизведения, передачи и получения звука и изображения, антенны, видеокамеры, см. 26.30;
- производство антенн, см. 26.30;
- производство цифровых фотоаппаратов, см. 26.70;
- производство электронных игр со стационарным (несменным) программным обеспечением, см. 32.40",3,26.4,C,Обрабатывающие производства
