okved_provider,okved_consumer,normalized_consumption
20.2,01.7,0.0
20.2,02,5.5873101012979345e-06
20.2,03,0.0
20.2,05,0.0
20.2,06.10,0.0
20.2,09.1,0.0
20.2,07.21,0.0
20.2,07.1,0.0
20.2,07.2,0.0
20.2,08,0.0035368666782382083
20.2,10.1,1.6620682777648507e-05
20.2,10.2,1.872764387512407e-05
20.2,10.3,3.5887957795761645e-05
20.2,10.4,0.0001712035610340695
20.2,10.5,0.0
20.2,10.6,4.70961838635018e-05
20.2,10.9,1.811322317043508e-05
20.2,10.8,0.00010796653037558352
20.2,11.0,0.0006861445168708098
20.2,12,0.0
20.2,13,0.00016673275893146826
20.2,14,9.667626984280438e-06
20.2,15,0.0
20.2,16,0.000466608713438331
20.2,17,0.001165380518444067
20.2,58.1,0.0002584434654919236
20.2,18.1,5.1180296373285446e-05
20.2,18.2,5.1180296373285446e-05
20.2,19.1,0.0
20.2,19.2,0.000734391943078683
20.2,20.1,0.003910922784021026
20.2,20.2,0.005530237714004185
20.3,01.1,2.879751373785393e-06
20.3,01.4,2.879751373785393e-06
20.3,01.6,0.0
20.3,01.7,0.0
20.3,02,7.822234141817109e-05
20.3,03,0.0
20.3,05,3.771442636357503e-05
20.3,06.10,0.00030717010972196253
20.3,09.1,0.0
20.3,07.21,0.0002269117313365101
20.3,07.1,3.084787590340207e-05
20.3,07.2,3.752257217232241e-05
20.3,08,0.004920420499739641
20.3,10.1,4.7487665078995735e-06
20.3,10.2,5.618293162537221e-05
20.3,10.3,0.0
20.3,10.4,0.0007287125931193728
20.3,10.5,7.805060801423643e-06
20.3,10.6,0.0001547446041229345
20.3,10.9,0.0
20.3,10.8,4.5985744419230016e-05
20.3,11.0,0.0018173557473875504
20.3,12,0.0
20.3,13,4.0556617037384176e-05
20.3,14,0.0010731065952551287
20.3,15,3.0817590680760583e-05
20.3,16,0.0004985682143587647
20.3,17,0.001764766773632348
20.3,58.1,0.0002819383259911894
20.3,18.1,0.00018503645611880123
20.3,18.2,0.00018503645611880123
20.3,19.1,0.00018633733268460338
20.3,19.2,0.002104246817486372
20.3,20.1,0.019127789103611723
20.3,20.2,6.158393890873256e-05
20.3,20.3,0.039474437838642795
21.1,01.1,0.00047256720043818305
21.1,01.4,0.00047256720043818305
21.1,01.6,8.775137111517363e-05
21.1,01.7,0.0
21.1,02,0.00012292082222855458
21.1,03,1.7322766445801395e-05
21.1,05,1.1909818851655274e-05
21.1,06.10,0.0
21.1,09.1,9.485677101860044e-07
21.1,07.21,0.0
21.1,07.1,0.0
21.1,07.2,4.690321521540301e-06
21.1,08,0.00016602645858017194
21.1,10.1,0.00024218709190287823
21.1,10.2,3.745528775024814e-05
21.1,10.3,0.00013457984173410615
21.1,10.4,0.0003467969569664485
21.1,10.5,0.0011863692418163938
21.1,10.6,0.003081436029926261
21.1,10.9,0.0007271165301274655
21.1,10.8,0.0007457688116683824
21.1,11.0,0.011720090126009509
21.1,12,0.0007652573177731011
21.1,13,0.0026542052705576975
21.1,14,0.002310562849243025
21.1,15,0.00012327036272304233
21.1,16,0.0017513806504397631
21.1,17,0.010081042364420166
21.1,58.1,0.01299265785609398
21.1,18.1,0.008901434623076798
21.1,18.2,0.008901434623076798
21.1,19.1,1.0352074038033522e-05
21.1,19.2,0.000950075013740141
21.1,20.1,0.010964764488175266
21.1,20.2,0.0003202364823254094
21.1,20.3,0.0022337537372418294
21.1,21.1,0.2329248781063642
20.4,01.1,0.0003953898636207345
20.4,01.4,0.0003953898636207345
20.4,01.6,0.0
20.4,01.7,0.0
20.4,02,5.5873101012979345e-06
20.4,03,1.7322766445801395e-05
20.4,05,1.3894788660264485e-05
20.4,06.10,0.0
20.4,09.1,0.0
20.4,07.21,0.0
20.4,07.1,0.0
20.4,07.2,2.814192912924181e-05
20.4,08,0.00411292817846335
20.4,10.1,6.173396460269445e-05
20.4,10.2,1.872764387512407e-05
20.4,10.3,0.00033196360961079517
20.4,10.4,0.01078582434514638
20.4,10.5,0.00017951639843274378
20.4,10.6,0.0009957478873997524
20.4,10.9,0.0
20.4,10.8,0.01317391608601333
20.4,11.0,0.005294439447746384
20.4,12,0.0
20.4,13,0.022229532427268456
20.4,14,0.0003480345714340958
20.4,15,6.163518136152117e-05
20.4,16,0.0014349815913274702
20.4,17,0.018946616222497523
20.4,58.1,0.004440528634361234
20.4,18.1,0.0004803073967339095
20.4,18.2,0.0004803073967339095
20.4,19.1,8.281659230426817e-05
20.4,19.2,0.0007825195704163637
20.4,20.1,0.01990211109800684
20.4,20.2,0.0009976598103214676
20.4,20.3,0.005269367790416624
20.4,21.1,0.0010160437952819311
20.4,20.4,0.29230639208947234
20.5,01.1,1.0655080083005955e-05
20.5,01.4,1.0655080083005955e-05
20.5,01.6,1.4625228519195606e-05
20.5,01.7,0.0
20.5,02,7.263503131687315e-05
20.5,03,8.661383222900698e-06
20.5,05,0.0015542313601410133
20.5,06.10,0.0020682597071892367
20.5,09.1,0.00012046809919362257
20.5,07.21,0.0002269117313365101
20.5,07.1,0.0014410364886303542
20.5,07.2,0.0004174386154170868
20.5,08,0.005624775172504007
20.5,10.1,3.799013206319659e-05
20.5,10.2,0.0
20.5,10.3,1.7943978897880822e-05
20.5,10.4,0.0002414409194070211
20.5,10.5,0.00013268603362420194
20.5,10.6,5.3824210129716346e-05
20.5,10.9,0.0
20.5,10.8,0.00031190330997390796
20.5,11.0,0.000676872293669853
20.5,12,0.0
20.5,13,0.00163127726305923
20.5,14,0.0009087569365223612
20.5,15,0.001479244352676508
20.5,16,0.0004793925138065045
20.5,17,0.002529443388886478
20.5,58.1,0.0005756240822320117
20.5,18.1,0.00012991921387064766
20.5,18.2,0.00012991921387064766
20.5,19.1,0.0017080922162755312
20.5,19.2,0.004018953966815705
20.5,20.1,0.02077120505001151
20.5,20.2,0.0003448700578889024
20.5,20.3,0.0014948967318464553
20.5,21.1,0.00020236556918478294
20.5,20.4,0.010437501760712172
20.5,20.5,0.04392717480053286
20.6,01.1,6.911403297084944e-06
20.6,01.4,6.911403297084944e-06
20.6,01.6,0.0
20.6,01.7,0.0
20.6,02,0.0
20.6,03,0.0
20.6,05,3.969939617218424e-06
20.6,06.10,0.0
20.6,09.1,0.0
20.6,07.21,0.0
20.6,07.1,0.0
20.6,07.2,2.3451607607701508e-05
20.6,08,0.0002767107643002866
20.6,10.1,2.3743832539497867e-06
20.6,10.2,0.0
20.6,10.3,0.0
20.6,10.4,0.0
20.6,10.5,0.0
20.6,10.6,6.728026266214543e-06
20.6,10.9,0.0
20.6,10.8,3.998760384280871e-06
20.6,11.0,9.27222320095689e-06
20.6,12,0.0
20.6,13,0.0018295540574642193
20.6,14,9.667626984280439e-05
20.6,15,3.0817590680760583e-05
20.6,16,9.58785027613009e-05
20.6,17,0.0003172239233587002
20.6,58.1,1.1747430249632892e-05
20.6,18.1,1.1810837624604333e-05
20.6,18.2,1.1810837624604333e-05
20.6,19.1,5.176037019016761e-05
20.6,19.2,0.00015686041502651482
20.6,20.1,0.004249995787912995
20.6,20.2,0.0
20.6,20.3,6.300331053759006e-05
20.6,21.1,6.323924037024467e-06
20.6,20.4,4.225709214863228e-05
20.6,20.5,0.0014725473062984341
20.6,20.6,0.0667574394190544
22.1,01.1,0.0031864448950935376
22.1,01.4,0.0031864448950935376
22.1,01.6,0.0
22.1,01.7,0.0
22.1,02,0.0
22.1,03,0.0
22.1,05,1.984969808609212e-06
22.1,06.10,0.0
22.1,09.1,1.8971354203720088e-06
22.1,07.21,0.0002269117313365101
22.1,07.1,0.0
22.1,07.2,0.0
22.1,08,7.79821244846262e-05
22.1,10.1,7.12314976184936e-06
22.1,10.2,0.0
22.1,10.3,0.0
22.1,10.4,5.26780187797137e-05
22.1,10.5,3.9025304007118216e-06
22.1,10.6,0.0
22.1,10.9,0.0
22.1,10.8,5.998140576421307e-06
22.1,11.0,9.27222320095689e-06
22.1,12,0.0
22.1,13,0.0409171202999387
22.1,14,0.00032869931746553493
22.1,15,0.0001849055440845635
22.1,16,6.391900184086727e-05
22.1,17,0.0002888407302160796
22.1,58.1,0.0005051395007342144
22.1,18.1,0.0002204689689926142
22.1,18.2,0.0002204689689926142
22.1,19.1,0.00010352074038033522
22.1,19.2,0.0008282705247990972
22.1,20.1,0.03830471922228025
22.1,20.2,0.0
22.1,20.3,0.0003379268474288922
22.1,21.1,8.431898716032623e-06
22.1,20.4,0.0006479420796123616
22.1,20.5,0.01661056280528856
22.1,20.6,0.007932749230404927
22.1,22.1,0.04499524763073629
22.2,01.1,0.00010597485055530247
22.2,01.4,0.00010597485055530247
22.2,01.6,2.9250457038391212e-05
22.2,01.7,0.0
22.2,02,0.0010839381596517994
22.2,03,8.661383222900698e-06
22.2,05,8.336873196158691e-05
22.2,06.10,0.001704280255613491
22.2,09.1,9.485677101860044e-07
22.2,07.21,0.0
22.2,07.1,9.254362771020623e-05
22.2,07.2,0.00017823221781853145
22.2,08,0.002598565632019964
22.2,10.1,2.3743832539497865e-05
22.2,10.2,0.0
22.2,10.3,8.074790504046369e-05
22.2,10.4,0.0002985087730850443
22.2,10.5,9.756326001779554e-05
22.2,10.6,0.00042386565477151624
22.2,10.9,0.0
22.2,10.8,0.00018194359748477965
22.2,11.0,0.0005285167224545427
22.2,12,0.0
22.2,13,0.0105041638126825
22.2,14,0.001585490825421992
22.2,15,0.00015408795340380292
22.2,16,0.0014637451421558605
22.2,17,0.01264053854604589
22.2,58.1,0.000998531571218796
22.2,18.1,0.0016928867261932878
22.2,18.2,0.0016928867261932878
22.2,19.1,0.0017909088085797992
22.2,19.2,0.001973232720844908
22.2,20.1,0.2543216012669957
22.2,20.2,1.2316787781746514e-05
22.2,20.3,0.008201885517257179
22.2,21.1,0.00016020607560461985
22.2,20.4,0.0016057695016480267
22.2,20.5,0.0387990431307387
22.2,20.6,0.005821296077038442
22.2,22.1,0.01138723042992793
22.2,22.2,0.07378421470834903
23.1,01.1,6.335453022327865e-06
