okved_provider,okved_consumer,normalized_consumption
25.3,23.4,0.00085929246243401
25.3,23.3,0.00085929246243401
25.3,23.32,0.00085929246243401
25.3,23.5,0.001898451519654414
25.3,23.6,0.0006973624173414418
25.3,23.7,0.0006973624173414418
25.3,23.9,0.0006973624173414418
25.3,24.1,0.028333212183607615
25.3,24.51,0.028333212183607615
25.3,24.3,0.028333212183607615
25.3,24.4,0.009363206874590059
25.3,24.5,0.003540563429142817
25.3,25.1,0.006092181710188712
25.3,25.2,0.006092181710188712
25.3,25.3,0.006092181710188712
25.5,01.1,2.6493712638825618e-05
25.5,01.4,2.6493712638825618e-05
25.5,01.6,0.00013162705667276044
25.5,01.7,0.0
25.5,02,0.0001620319929376401
25.5,03,1.2992074834351046e-05
25.5,05,0.00036920438440131344
25.5,06.10,3.2829519161733913e-06
25.5,09.1,0.0001071881512510185
25.5,07.21,0.0007941910596777854
25.5,07.1,0.0011788295434514366
25.5,07.2,0.0010951900752796603
25.5,08,0.0002691641070920969
25.5,10.1,8.310341388824253e-06
25.5,10.2,0.0
25.5,10.3,4.485994724470206e-06
25.5,10.4,2.1949174491547373e-06
25.5,10.5,1.9512652003559108e-06
25.5,10.6,3.3640131331072716e-06
25.5,10.9,0.0
25.5,10.8,6.997830672491524e-06
25.5,11.0,1.3908334801435334e-05
25.5,12,0.0
25.5,13,0.00010139154259346043
25.5,14,0.0013583015912914016
25.5,15,6.163518136152117e-05
25.5,16,0.0012400286357128248
25.5,17,0.00024710074030046117
25.5,58.1,0.00023494860499265785
25.5,18.1,0.00010826601155887305
25.5,18.2,0.00010826601155887305
25.5,19.1,0.0011646083292787713
25.5,19.2,0.00019444155612661734
25.5,20.1,0.0015988380255982566
25.5,20.2,6.158393890873257e-06
25.5,20.3,0.01281830990755696
25.5,21.1,3.7943544222146805e-05
25.5,20.4,9.859988168014199e-05
25.5,20.5,0.001727521450774233
25.5,20.6,0.00010853263872444552
25.5,22.1,0.0007774506999363275
25.5,22.2,0.000986147746870201
25.5,23.1,0.00025491149235858345
25.5,23.4,0.0011879397661634357
25.5,23.3,0.0011879397661634357
25.5,23.32,0.0011879397661634357
25.5,23.5,4.628389077001779e-05
25.5,23.6,0.0003098631834866758
25.5,23.7,0.0003098631834866758
25.5,23.9,0.0003098631834866758
25.5,24.1,0.020353153922951752
25.5,24.51,0.020353153922951752
25.5,24.3,0.020353153922951752
25.5,24.4,0.006984117930990047
25.5,24.5,0.00687195812544002
25.5,25.1,0.0008936566657923063
25.5,25.2,0.0008936566657923063
25.5,25.3,0.0008936566657923063
25.5,25.5,0.02266406872730493
25.6,01.1,2.6493712638825618e-05
25.6,01.4,2.6493712638825618e-05
25.6,01.6,0.00013162705667276044
25.6,01.7,0.0
25.6,02,0.0001620319929376401
25.6,03,1.2992074834351046e-05
25.6,05,0.00036920438440131344
25.6,06.10,3.2829519161733913e-06
25.6,09.1,0.0001071881512510185
25.6,07.21,0.0007941910596777854
25.6,07.1,0.0011788295434514366
25.6,07.2,0.0010951900752796603
25.6,08,0.0002691641070920969
25.6,10.1,8.310341388824253e-06
25.6,10.2,0.0
25.6,10.3,4.485994724470206e-06
25.6,10.4,2.1949174491547373e-06
25.6,10.5,1.9512652003559108e-06
25.6,10.6,3.3640131331072716e-06
25.6,10.9,0.0
25.6,10.8,6.997830672491524e-06
25.6,11.0,1.3908334801435334e-05
25.6,12,0.0
25.6,13,0.00010139154259346043
25.6,14,0.0013583015912914016
25.6,15,6.163518136152117e-05
25.6,16,0.0012400286357128248
25.6,17,0.00024710074030046117
25.6,58.1,0.00023494860499265785
25.6,18.1,0.00010826601155887305
25.6,18.2,0.00010826601155887305
25.6,19.1,0.0011646083292787713
25.6,19.2,0.00019444155612661734
25.6,20.1,0.0015988380255982566
25.6,20.2,6.158393890873257e-06
25.6,20.3,0.01281830990755696
25.6,21.1,3.7943544222146805e-05
25.6,20.4,9.859988168014199e-05
25.6,20.5,0.001727521450774233
25.6,20.6,0.00010853263872444552
25.6,22.1,0.0007774506999363275
25.6,22.2,0.000986147746870201
25.6,23.1,0.00025491149235858345
25.6,23.4,0.0011879397661634357
25.6,23.3,0.0011879397661634357
25.6,23.32,0.0011879397661634357
25.6,23.5,4.628389077001779e-05
25.6,23.6,0.0003098631834866758
25.6,23.7,0.0003098631834866758
25.6,23.9,0.0003098631834866758
25.6,24.1,0.020353153922951752
25.6,24.51,0.020353153922951752
25.6,24.3,0.020353153922951752
25.6,24.4,0.006984117930990047
25.6,24.5,0.00687195812544002
25.6,25.1,0.0008936566657923063
25.6,25.2,0.0008936566657923063
25.6,25.3,0.0008936566657923063
25.6,25.5,0.02266406872730493
25.6,25.6,0.02266406872730493
25.7,01.1,2.3038010990283148e-06
25.7,01.4,2.3038010990283148e-06
25.7,01.6,7.312614259597803e-06
25.7,01.7,0.0
25.7,02,8.660330657011799e-05
25.7,03,0.0009700749209648781
25.7,05,0.0011502900040890386
25.7,06.10,1.427370398336257e-07
25.7,09.1,1.4228515652790066e-05
25.7,07.21,0.0004538234626730202
25.7,07.1,0.003900052882072977
25.7,07.2,0.0013297061513566754
25.7,08,0.0002100486256279448
25.7,10.1,0.0006220884125348441
25.7,10.2,0.0
25.7,10.3,4.485994724470206e-06
25.7,10.4,1.5364422144083162e-05
25.7,10.5,1.9512652003559108e-06
25.7,10.6,1.0092039399321815e-05
25.7,10.9,0.0
25.7,10.8,3.8987913746738495e-05
25.7,11.0,9.27222320095689e-06
25.7,12,0.0
25.7,13,9.688525181152885e-05
25.7,14,0.0010199346468415863
25.7,15,0.00027735831612684525
25.7,16,0.00048099048885252616
25.7,17,0.0016278596067091193
25.7,58.1,0.0003935389133627019
25.7,18.1,0.0003444827640509597
25.7,18.2,0.0003444827640509597
25.7,19.1,0.003436888580627129
25.7,19.2,0.0001330936854770429
25.7,20.1,0.0010045827506612974
25.7,20.2,6.158393890873257e-06
25.7,20.3,0.012047951246892792
25.7,21.1,3.1619620185122335e-06
25.7,20.4,0.0003591852832633744
25.7,20.5,0.001227600234919998
25.7,20.6,0.00029599810561212414
25.7,22.1,0.0004037206898779149
25.7,22.2,0.0011163045543336443
25.7,23.1,0.0002904805378039672
25.7,23.4,0.0009763229657132691
25.7,23.3,0.0009763229657132691
25.7,23.32,0.0009763229657132691
25.7,23.5,9.013178728898201e-05
25.7,23.6,0.00022950306117584557
25.7,23.7,0.00022950306117584557
25.7,23.9,0.00022950306117584557
25.7,24.1,0.015789765172272447
25.7,24.51,0.015789765172272447
25.7,24.3,0.015789765172272447
25.7,24.4,0.018556365660425577
25.7,24.5,0.00215035660718112
25.7,25.1,0.00017095254031856874
25.7,25.2,0.00017095254031856874
25.7,25.3,0.00017095254031856874
25.7,25.5,0.02738316653381749
25.7,25.6,0.02738316653381749
25.7,25.7,0.00853522784891277
25.9,01.1,2.3038010990283148e-06
25.9,01.4,2.3038010990283148e-06
25.9,01.6,7.312614259597803e-06
25.9,01.7,0.0
25.9,02,8.660330657011799e-05
25.9,03,0.0009700749209648781
25.9,05,0.0011502900040890386
25.9,06.10,1.427370398336257e-07
25.9,09.1,1.4228515652790066e-05
25.9,07.21,0.0004538234626730202
25.9,07.1,0.003900052882072977
25.9,07.2,0.0013297061513566754
25.9,08,0.0002100486256279448
25.9,10.1,0.0006220884125348441
25.9,10.2,0.0
25.9,10.3,4.485994724470206e-06
25.9,10.4,1.5364422144083162e-05
25.9,10.5,1.9512652003559108e-06
25.9,10.6,1.0092039399321815e-05
25.9,10.9,0.0
25.9,10.8,3.8987913746738495e-05
25.9,11.0,9.27222320095689e-06
25.9,12,0.0
25.9,13,9.688525181152885e-05
25.9,14,0.0010199346468415863
25.9,15,0.00027735831612684525
25.9,16,0.00048099048885252616
25.9,17,0.0016278596067091193
25.9,58.1,0.0003935389133627019
25.9,18.1,0.0003444827640509597
25.9,18.2,0.0003444827640509597
25.9,19.1,0.003436888580627129
25.9,19.2,0.0001330936854770429
25.9,20.1,0.0010045827506612974
25.9,20.2,6.158393890873257e-06
25.9,20.3,0.012047951246892792
25.9,21.1,3.1619620185122335e-06
25.9,20.4,0.0003591852832633744
25.9,20.5,0.001227600234919998
25.9,20.6,0.00029599810561212414
25.9,22.1,0.0004037206898779149
25.9,22.2,0.0011163045543336443
25.9,23.1,0.0002904805378039672
25.9,23.4,0.0009763229657132691
25.9,23.3,0.0009763229657132691
25.9,23.32,0.0009763229657132691
25.9,23.5,9.013178728898201e-05
25.9,23.6,0.00022950306117584557
25.9,23.7,0.00022950306117584557
25.9,23.9,0.00022950306117584557
25.9,24.1,0.015789765172272447
25.9,24.51,0.015789765172272447
25.9,24.3,0.015789765172272447
25.9,24.4,0.018556365660425577
25.9,24.5,0.00215035660718112
25.9,25.1,0.00017095254031856874
25.9,25.2,0.00017095254031856874
25.9,25.3,0.00017095254031856874
25.9,25.5,0.02738316653381749
25.9,25.6,0.02738316653381749
25.9,25.7,0.00853522784891277
25.9,25.9,0.00853522784891277
28.1,01.1,3.876145349115139e-05
28.1,01.4,3.876145349115139e-05
28.1,01.6,3.5100548446069456e-05
28.1,01.7,0.0
28.1,02,5.252071495220059e-05
28.1,03,1.0393659867480836e-05
28.1,05,0.00048155367556859484
28.1,06.10,0.0003210441499937909
28.1,09.1,0.00010434244812046048
28.1,07.21,0.0012707056954844565
28.1,07.1,0.0005358716728362417
28.1,07.2,0.00015853286742806218
28.1,08,0.00029230718919721183
28.1,10.1,4.6063035126625854e-05
28.1,10.2,7.491057550049629e-06
28.1,10.3,1.7943978897880822e-05
28.1,10.4,8.340686306788002e-05
28.1,10.5,1.1707591202135465e-05
28.1,10.6,2.5566499811615265e-05
28.1,10.9,2.070082648049724e-05
28.1,10.8,4.03874798812368e-05
28.1,11.0,4.821556064497583e-05
28.1,12,0.0
28.1,13,0.000443419012942067
28.1,14,0.0014888145555791875
28.1,15,0.0004191192332583439
28.1,16,0.0007063049703415833
28.1,17,0.0003686475909347421
28.1,58.1,0.0013039647577092511
28.1,18.1,0.00029763310814002916
28.1,18.2,0.00029763310814002916
28.1,19.1,0.0013043613287922237
28.1,19.2,0.0006845412278486656
28.1,20.1,0.001285950162586558
28.1,20.2,4.434043601428745e-05
28.1,20.3,0.005750483979976403
28.1,21.1,3.4570784735733754e-05
28.1,20.4,0.0003070682029467279
28.1,20.5,0.0023543567632608037
28.1,20.6,0.0025376904254479442
28.1,22.1,0.012370924728007602
28.1,22.2,0.002632106535446212
28.1,23.1,0.0017239130692529318
28.1,23.4,0.002753904089494669
28.1,23.3,0.002753904089494669
28.1,23.32,0.002753904089494669
28.1,23.5,0.00043555577208837795
28.1,23.6,0.0010465884404007107
28.1,23.7,0.0010465884404007107
28.1,23.9,0.0010465884404007107
28.1,24.1,0.012535881334585384
28.1,24.51,0.012535881334585384
28.1,24.3,0.012535881334585384
28.1,24.4,0.005026241271832958
28.1,24.5,0.07975144632526249
28.1,25.1,0.0026972511916929735
28.1,25.2,0.0026972511916929735
28.1,25.3,0.0026972511916929735
28.1,25.5,0.04579517609895787
28.1,25.6,0.04579517609895787
28.1,25.7,0.012690068363415952
28.1,25.9,0.012690068363415952
28.1,28.1,0.023317665805122754
28.2,01.1,3.876145349115139e-05
28.2,01.4,3.876145349115139e-05
28.2,01.6,3.5100548446069456e-05
28.2,01.7,0.0
28.2,02,5.252071495220059e-05
28.2,03,1.0393659867480836e-05
28.2,05,0.00048155367556859484
28.2,06.10,0.0003210441499937909
28.2,09.1,0.00010434244812046048
28.2,07.21,0.0012707056954844565
28.2,07.1,0.0005358716728362417
28.2,07.2,0.00015853286742806218
28.2,08,0.00029230718919721183
28.2,10.1,4.6063035126625854e-05
28.2,10.2,7.491057550049629e-06
28.2,10.3,1.7943978897880822e-05
28.2,10.4,8.340686306788002e-05
28.2,10.5,1.1707591202135465e-05
28.2,10.6,2.5566499811615265e-05
28.2,10.9,2.070082648049724e-05
28.2,10.8,4.03874798812368e-05
28.2,11.0,4.821556064497583e-05
28.2,12,0.0
28.2,13,0.000443419012942067
28.2,14,0.0014888145555791875
28.2,15,0.0004191192332583439
28.2,16,0.0007063049703415833
28.2,17,0.0003686475909347421
28.2,58.1,0.0013039647577092511
28.2,18.1,0.00029763310814002916
28.2,18.2,0.00029763310814002916
28.2,19.1,0.0013043613287922237
28.2,19.2,0.0006845412278486656
28.2,20.1,0.001285950162586558
28.2,20.2,4.434043601428745e-05
28.2,20.3,0.005750483979976403
28.2,21.1,3.4570784735733754e-05
28.2,20.4,0.0003070682029467279
28.2,20.5,0.0023543567632608037
28.2,20.6,0.0025376904254479442
28.2,22.1,0.012370924728007602
28.2,22.2,0.002632106535446212
28.2,23.1,0.0017239130692529318
28.2,23.4,0.002753904089494669
28.2,23.3,0.002753904089494669
28.2,23.32,0.002753904089494669
28.2,23.5,0.00043555577208837795
28.2,23.6,0.0010465884404007107
28.2,23.7,0.0010465884404007107
28.2,23.9,0.0010465884404007107
28.2,24.1,0.012535881334585384
28.2,24.51,0.012535881334585384
28.2,24.3,0.012535881334585384
28.2,24.4,0.005026241271832958
28.2,24.5,0.07975144632526249
28.2,25.1,0.0026972511916929735
28.2,25.2,0.0026972511916929735
28.2,25.3,0.0026972511916929735
28.2,25.5,0.04579517609895787
28.2,25.6,0.04579517609895787
28.2,25.7,0.012690068363415952
28.2,25.9,0.012690068363415952
28.2,28.1,0.023317665805122754
28.2,28.2,0.023317665805122754
28.3,01.1,3.876145349115139e-05
28.3,01.4,3.876145349115139e-05
28.3,01.6,3.5100548446069456e-05
28.3,01.7,0.0
28.3,02,5.252071495220059e-05
28.3,03,1.0393659867480836e-05
28.3,05,0.00048155367556859484
28.3,06.10,0.0003210441499937909
28.3,09.1,0.00010434244812046048
28.3,07.21,0.0012707056954844565
28.3,07.1,0.0005358716728362417
28.3,07.2,0.00015853286742806218
28.3,08,0.00029230718919721183
28.3,10.1,4.6063035126625854e-05
28.3,10.2,7.491057550049629e-06
28.3,10.3,1.7943978897880822e-05
28.3,10.4,8.340686306788002e-05
28.3,10.5,1.1707591202135465e-05
28.3,10.6,2.5566499811615265e-05
28.3,10.9,2.070082648049724e-05
28.3,10.8,4.03874798812368e-05
28.3,11.0,4.821556064497583e-05
28.3,12,0.0
28.3,13,0.000443419012942067
28.3,14,0.0014888145555791875
28.3,15,0.0004191192332583439
28.3,16,0.0007063049703415833
28.3,17,0.0003686475909347421
28.3,58.1,0.0013039647577092511
28.3,18.1,0.00029763310814002916
28.3,18.2,0.00029763310814002916
28.3,19.1,0.0013043613287922237
28.3,19.2,0.0006845412278486656
28.3,20.1,0.001285950162586558
28.3,20.2,4.434043601428745e-05
28.3,20.3,0.005750483979976403
28.3,21.1,3.4570784735733754e-05
28.3,20.4,0.0003070682029467279
28.3,20.5,0.0023543567632608037
28.3,20.6,0.0025376904254479442
28.3,22.1,0.012370924728007602
28.3,22.2,0.002632106535446212
28.3,23.1,0.0017239130692529318
28.3,23.4,0.002753904089494669
28.3,23.3,0.002753904089494669
28.3,23.32,0.002753904089494669
28.3,23.5,0.00043555577208837795
28.3,23.6,0.0010465884404007107
28.3,23.7,0.0010465884404007107
28.3,23.9,0.0010465884404007107
28.3,24.1,0.012535881334585384
28.3,24.51,0.012535881334585384
28.3,24.3,0.012535881334585384
28.3,24.4,0.005026241271832958
28.3,24.5,0.07975144632526249
28.3,25.1,0.0026972511916929735
28.3,25.2,0.0026972511916929735
28.3,25.3,0.0026972511916929735
28.3,25.5,0.04579517609895787
28.3,25.6,0.04579517609895787
28.3,25.7,0.012690068363415952
28.3,25.9,0.012690068363415952
28.3,28.1,0.023317665805122754
28.3,28.2,0.023317665805122754
28.3,28.3,0.023317665805122754
28.4,01.1,3.876145349115139e-05
28.4,01.4,3.876145349115139e-05
28.4,01.6,3.5100548446069456e-05
28.4,01.7,0.0
28.4,02,5.252071495220059e-05
28.4,03,1.0393659867480836e-05
28.4,05,0.00048155367556859484
28.4,06.10,0.0003210441499937909
28.4,09.1,0.00010434244812046048
28.4,07.21,0.0012707056954844565
28.4,07.1,0.0005358716728362417
28.4,07.2,0.00015853286742806218
28.4,08,0.00029230718919721183
28.4,10.1,4.6063035126625854e-05
28.4,10.2,7.491057550049629e-06
28.4,10.3,1.7943978897880822e-05
28.4,10.4,8.340686306788002e-05
28.4,10.5,1.1707591202135465e-05
28.4,10.6,2.5566499811615265e-05
28.4,10.9,2.070082648049724e-05
28.4,10.8,4.03874798812368e-05
28.4,11.0,4.821556064497583e-05
28.4,12,0.0
28.4,13,0.000443419012942067
28.4,14,0.0014888145555791875
28.4,15,0.0004191192332583439
28.4,16,0.0007063049703415833
28.4,17,0.0003686475909347421
28.4,58.1,0.0013039647577092511
28.4,18.1,0.00029763310814002916
28.4,18.2,0.00029763310814002916
28.4,19.1,0.0013043613287922237
28.4,19.2,0.0006845412278486656
28.4,20.1,0.001285950162586558
28.4,20.2,4.434043601428745e-05
28.4,20.3,0.005750483979976403
28.4,21.1,3.4570784735733754e-05
28.4,20.4,0.0003070682029467279
28.4,20.5,0.0023543567632608037
28.4,20.6,0.0025376904254479442
28.4,22.1,0.012370924728007602
28.4,22.2,0.002632106535446212
28.4,23.1,0.0017239130692529318
28.4,23.4,0.002753904089494669
28.4,23.3,0.002753904089494669
28.4,23.32,0.002753904089494669
28.4,23.5,0.00043555577208837795
28.4,23.6,0.0010465884404007107
28.4,23.7,0.0010465884404007107
28.4,23.9,0.0010465884404007107
28.4,24.1,0.012535881334585384
28.4,24.51,0.012535881334585384
28.4,24.3,0.012535881334585384
28.4,24.4,0.005026241271832958
28.4,24.5,0.07975144632526249
28.4,25.1,0.0026972511916929735
28.4,25.2,0.0026972511916929735
28.4,25.3,0.0026972511916929735
28.4,25.5,0.04579517609895787
28.4,25.6,0.04579517609895787
28.4,25.7,0.012690068363415952
28.4,25.9,0.012690068363415952
28.4,28.1,0.023317665805122754
28.4,28.2,0.023317665805122754
28.4,28.3,0.023317665805122754
28.4,28.4,0.023317665805122754
28.9,01.1,3.876145349115139e-05
28.9,01.4,3.876145349115139e-05
28.9,01.6,3.5100548446069456e-05
28.9,01.7,0.0
28.9,02,5.252071495220059e-05
28.9,03,1.0393659867480836e-05
28.9,05,0.00048155367556859484
28.9,06.10,0.0003210441499937909
28.9,09.1,0.00010434244812046048
28.9,07.21,0.0012707056954844565
28.9,07.1,0.0005358716728362417
28.9,07.2,0.00015853286742806218
28.9,08,0.00029230718919721183
28.9,10.1,4.6063035126625854e-05
28.9,10.2,7.491057550049629e-06
28.9,10.3,1.7943978897880822e-05
28.9,10.4,8.340686306788002e-05
28.9,10.5,1.1707591202135465e-05
28.9,10.6,2.5566499811615265e-05
28.9,10.9,2.070082648049724e-05
28.9,10.8,4.03874798812368e-05
28.9,11.0,4.821556064497583e-05
28.9,12,0.0
28.9,13,0.000443419012942067
28.9,14,0.0014888145555791875
28.9,15,0.0004191192332583439
28.9,16,0.0007063049703415833
28.9,17,0.0003686475909347421
28.9,58.1,0.0013039647577092511
28.9,18.1,0.00029763310814002916
28.9,18.2,0.00029763310814002916
28.9,19.1,0.0013043613287922237
28.9,19.2,0.0006845412278486656
28.9,20.1,0.001285950162586558
28.9,20.2,4.434043601428745e-05
28.9,20.3,0.005750483979976403
28.9,21.1,3.4570784735733754e-05
28.9,20.4,0.0003070682029467279
28.9,20.5,0.0023543567632608037
28.9,20.6,0.0025376904254479442
28.9,22.1,0.012370924728007602
28.9,22.2,0.002632106535446212
28.9,23.1,0.0017239130692529318
28.9,23.4,0.002753904089494669
28.9,23.3,0.002753904089494669
28.9,23.32,0.002753904089494669
28.9,23.5,0.00043555577208837795
28.9,23.6,0.0010465884404007107
28.9,23.7,0.0010465884404007107
28.9,23.9,0.0010465884404007107
28.9,24.1,0.012535881334585384
28.9,24.51,0.012535881334585384
28.9,24.3,0.012535881334585384
28.9,24.4,0.005026241271832958
28.9,24.5,0.07975144632526249
28.9,25.1,0.0026972511916929735
28.9,25.2,0.0026972511916929735
28.9,25.3,0.0026972511916929735
28.9,25.5,0.04579517609895787
28.9,25.6,0.04579517609895787
28.9,25.7,0.012690068363415952
28.9,25.9,0.012690068363415952
28.9,28.1,0.023317665805122754
28.9,28.2,0.023317665805122754
28.9,28.3,0.023317665805122754
28.9,28.4,0.023317665805122754
28.9,28.9,0.023317665805122754
27.5,01.1,8.63925412135618e-07
27.5,01.4,8.63925412135618e-07
27.5,01.6,0.0
27.5,01.7,0.0
27.5,02,1.6761930303893803e-05
27.5,03,0.0
27.5,05,5.954909425827637e-06
27.5,06.10,0.0
27.5,09.1,0.0
27.5,07.21,0.002496029044701611
27.5,07.1,0.0
27.5,07.2,9.380643043080603e-06
27.5,08,2.26399716245689e-05
27.5,10.1,2.3743832539497867e-06
27.5,10.2,0.0
27.5,10.3,0.0
27.5,10.4,4.3898348983094746e-06
27.5,10.5,3.9025304007118216e-06
27.5,10.6,6.728026266214543e-06
27.5,10.9,0.0
27.5,10.8,9.996900960702178e-06
27.5,11.0,1.854444640191378e-05
27.5,12,0.0
27.5,13,0.00011265726954828937
27.5,14,0.0002513583015912914
27.5,15,9.245277204228175e-05
27.5,16,0.0006200143178564124
27.5,17,0.0006144126515579035
27.5,58.1,0.0001762114537444934
27.5,18.1,5.511724224815355e-05
27.5,18.2,5.511724224815355e-05
27.5,19.1,0.00017598525864656988
27.5,19.2,5.555473032189067e-05
27.5,20.1,0.009698330328711268
27.5,20.2,2.4633575563493028e-05
27.5,20.3,0.009169845470061973
27.5,21.1,1.2647848074048934e-05
27.5,20.4,5.634278953150971e-05
27.5,20.5,0.002452335591812178
27.5,20.6,9.866603520404139e-05
27.5,22.1,0.017579152324969777
27.5,22.2,0.003981328796039034
27.5,23.1,0.01010753708072988
27.5,23.4,0.000158712600337625
27.5,23.3,0.000158712600337625
27.5,23.32,0.000158712600337625
27.5,23.5,4.871988502107135e-06
27.5,23.6,0.0001974952158486505
27.5,23.7,0.0001974952158486505
27.5,23.9,0.0001974952158486505
27.5,24.1,0.007365408835820368
27.5,24.51,0.007365408835820368
27.5,24.3,0.007365408835820368
27.5,24.4,0.0018462363921921516
27.5,24.5,0.0018366035079127004
27.5,25.1,0.00013929466248179675
27.5,25.2,0.00013929466248179675
27.5,25.3,0.00013929466248179675
27.5,25.5,0.02144185634576211
27.5,25.6,0.02144185634576211
27.5,25.7,0.009721242780461931
27.5,25.9,0.009721242780461931
27.5,28.1,0.004801795650232867
27.5,28.2,0.004801795650232867
27.5,28.3,0.004801795650232867
27.5,28.4,0.004801795650232867
27.5,28.9,0.004801795650232867
27.5,27.5,0.2136681535326835
28.23,01.1,8.63925412135618e-07
28.23,01.4,8.63925412135618e-07
28.23,01.6,0.0
28.23,01.7,0.0
28.23,02,0.0
28.23,03,0.0
28.23,05,0.0
28.23,06.10,0.0
28.23,09.1,0.0
28.23,07.21,0.0
28.23,07.1,0.0
28.23,07.2,0.0
28.23,08,0.0
28.23,10.1,0.0
28.23,10.2,0.0
28.23,10.3,0.0
28.23,10.4,0.0
28.23,10.5,0.0
28.23,10.6,0.0
28.23,10.9,0.0
28.23,10.8,0.0
28.23,11.0,0.0
28.23,12,0.0
28.23,13,0.0
28.23,14,0.0
28.23,15,0.0
28.23,16,3.195950092043363e-06
28.23,17,1.6695995966247377e-06
28.23,58.1,1.1747430249632892e-05
28.23,18.1,0.0
28.23,18.2,0.0
28.23,19.1,0.0
28.23,19.2,3.862093551789191e-06
28.23,20.1,2.106043502434586e-06
28.23,20.2,0.0
28.23,20.3,0.0011168768686209147
28.23,21.1,0.0
28.23,20.4,0.0
28.23,20.5,2.8648780278179652e-06
28.23,20.6,0.0
28.23,22.1,2.306975370730942e-05
28.23,22.2,0.0008229269117043509
28.23,23.1,1.7784522722691867e-05
28.23,23.4,4.809472737503788e-06
28.23,23.3,4.809472737503788e-06
28.23,23.32,4.809472737503788e-06
28.23,23.5,0.0
28.23,23.6,2.724071942740007e-06
28.23,23.7,2.724071942740007e-06
28.23,23.9,2.724071942740007e-06
28.23,24.1,0.0002126301308763181
28.23,24.51,0.0002126301308763181
28.23,24.3,0.0002126301308763181
28.23,24.4,6.33719585420647e-06
28.23,24.5,1.5305029232605835e-05
28.23,25.1,1.809021590672685e-06
28.23,25.2,1.809021590672685e-06
28.23,25.3,1.809021590672685e-06
28.23,25.5,2.952203820151743e-05
28.23,25.6,2.952203820151743e-05
28.23,25.7,0.000790676621032775
28.23,25.9,0.000790676621032775
28.23,28.1,7.628719873943468e-05
28.23,28.2,7.628719873943468e-05
28.23,28.3,7.628719873943468e-05
28.23,28.4,7.628719873943468e-05
28.23,28.9,7.628719873943468e-05
28.23,27.5,0.0
28.23,28.23,0.05056065239551478
26.20,01.1,1.4398756868926966e-06
26.20,01.4,1.4398756868926966e-06
26.20,01.6,1.4625228519195606e-05
26.20,01.7,0.0
26.20,02,0.0
26.20,03,0.0
26.20,05,1.984969808609212e-06
26.20,06.10,2.854740796672514e-07
26.20,09.1,2.8457031305580133e-06
26.20,07.21,0.0
26.20,07.1,0.0
26.20,07.2,0.0
26.20,08,2.5155524027298777e-06
26.20,10.1,2.3743832539497867e-06
26.20,10.2,0.0
26.20,10.3,8.971989448940411e-06
26.20,10.4,0.0
26.20,10.5,3.9025304007118216e-06
26.20,10.6,0.0
26.20,10.9,0.0
26.20,10.8,7.997520768561742e-06
26.20,11.0,0.0
26.20,12,0.0
26.20,13,4.9569198601247324e-05
26.20,14,0.0001740172857170479
26.20,15,0.0
26.20,16,9.58785027613009e-06
26.20,17,0.00021871754715784066
26.20,58.1,0.0001762114537444934
26.20,18.1,7.0865025747626e-05
26.20,18.2,7.0865025747626e-05
26.20,19.1,0.0
26.20,19.2,2.3766729549471943e-05
26.20,20.1,5.124705855924159e-05
26.20,20.2,0.0
26.20,20.3,0.0011054217212504438
26.20,21.1,4.848341761718758e-05
26.20,20.4,9.859988168014199e-05
26.20,20.5,0.0014209795017977108
26.20,20.6,1.9733207040808277e-05
26.20,22.1,6.459531038046638e-05
26.20,22.2,0.000221476503022472
26.20,23.1,0.0005750329013670371
26.20,23.4,9.618945475007576e-06
26.20,23.3,9.618945475007576e-06
26.20,23.32,9.618945475007576e-06
26.20,23.5,4.871988502107135e-06
26.20,23.6,0.00021247761153372053
26.20,23.7,0.00021247761153372053
26.20,23.9,0.00021247761153372053
26.20,24.1,3.95590941165243e-05
26.20,24.51,3.95590941165243e-05
26.20,24.3,3.95590941165243e-05
26.20,24.4,0.00012991251501123262
26.20,24.5,0.0
26.20,25.1,8.50240147616162e-05
26.20,25.2,8.50240147616162e-05
26.20,25.3,8.50240147616162e-05
26.20,25.5,0.000631771617512473
26.20,25.6,0.000631771617512473
26.20,25.7,0.0008878113410613715
26.20,25.9,0.0008878113410613715
26.20,28.1,0.00017836161958797406
26.20,28.2,0.00017836161958797406
26.20,28.3,0.00017836161958797406
26.20,28.4,0.00017836161958797406
26.20,28.9,0.00017836161958797406
26.20,27.5,0.0
26.20,28.23,0.004485219164118246
26.20,26.20,0.09089716534534877
27,01.1,4.6076021980566295e-06
27,01.4,4.6076021980566295e-06
27,01.6,2.9250457038391212e-05
27,01.7,0.0
27,02,2.7936550506489676e-05
27,03,8.661383222900698e-06
27,05,0.0007781081649748112
27,06.10,7.450873479315262e-05
27,09.1,3.1302734436138146e-05
27,07.21,0.0009076469253460404
27,07.1,0.0010532346201304423
27,07.2,0.0026547219811918106
27,08,0.00042261280365861947
27,10.1,4.986204833294552e-05
27,10.2,1.872764387512407e-05
27,10.3,1.7943978897880822e-05
27,10.4,8.779669796618949e-06
27,10.5,1.1707591202135465e-05
27,10.6,2.018407879864363e-05
27,10.9,2.587603310062155e-06
27,10.8,3.598884345852784e-05
27,11.0,6.490556240669823e-05
27,12,0.0
27,13,0.0002658711561339629
27,14,0.0036446953730737254
